age,signup_channel,device_type,location,browsing_time_minutes,referral_code_used,cart_value,recommended_discount
21,Referral,Tablet,Urban,7,0,609,0
21,Ads,Mobile,Metro,11,0,693,15
37,Ads,Tablet,Urban,1,0,1012,15
27,Ads,Tablet,Urban,24,0,579,5
41,Ads,Tablet,Metro,2,1,1719,15
52,Social,Desktop,Urban,1,0,854,0
43,Social,Tablet,Rural,2,0,1562,5
54,Referral,Tablet,Metro,1,1,826,0
55,Referral,Tablet,Metro,0,0,1297,0
38,Ads,Desktop,Urban,15,0,445,15
57,Ads,Mobile,Metro,6,0,1054,15
56,Ads,Desktop,Metro,4,0,1962,15
38,Referral,Tablet,Urban,30,0,204,5
27,Ads,Desktop,Urban,4,1,1692,15
55,Email,Mobile,Metro,1,0,887,0
21,Referral,Mobile,Metro,3,0,1804,0
37,Email,Tablet,Rural,2,0,1874,5
34,Ads,Mobile,Rural,6,0,1710,15
24,Social,Desktop,Metro,3,0,1578,0
21,Email,Desktop,Metro,7,0,1417,0
46,Referral,Mobile,Rural,11,1,894,5
31,Email,Tablet,Urban,15,0,492,0
20,Referral,Tablet,Metro,12,0,295,0
41,Ads,Desktop,Rural,2,0,521,15
54,Email,Mobile,Rural,1,0,1600,5
33,Social,Desktop,Metro,7,0,980,0
21,Email,Desktop,Metro,2,0,317,0
41,Social,Desktop,Rural,0,1,252,10
51,Referral,Tablet,Metro,7,0,1905,0
47,Ads,Mobile,Urban,3,0,136,15
35,Ads,Mobile,Metro,14,1,789,15
36,Social,Tablet,Rural,3,0,1471,5
48,Referral,Desktop,Rural,38,0,811,5
36,Ads,Desktop,Metro,14,0,1293,15
36,Referral,Tablet,Rural,0,1,409,10
39,Social,Mobile,Urban,7,1,1760,0
41,Social,Tablet,Metro,8,0,1798,0
29,Email,Mobile,Metro,11,0,1922,0
47,Ads,Mobile,Rural,6,0,1477,15
55,Ads,Mobile,Urban,6,0,349,15
48,Email,Desktop,Metro,4,0,1502,0
53,Social,Desktop,Rural,3,0,1041,5
36,Social,Tablet,Metro,29,1,839,5
53,Social,Tablet,Urban,3,0,1268,0
47,Social,Desktop,Rural,0,0,724,5
50,Referral,Tablet,Metro,1,1,1976,0
35,Ads,Desktop,Rural,19,1,1981,5
45,Ads,Desktop,Rural,8,0,1612,15
28,Social,Mobile,Urban,15,1,191,10
50,Social,Mobile,Urban,16,0,1304,5
34,Social,Desktop,Metro,17,0,1251,5
23,Ads,Mobile,Rural,7,0,1401,15
21,Ads,Desktop,Rural,1,0,1565,15
37,Social,Mobile,Rural,1,0,1804,5
44,Referral,Tablet,Metro,8,0,1382,0
32,Email,Tablet,Urban,4,0,1471,0
23,Email,Desktop,Urban,8,0,674,0
31,Email,Desktop,Rural,6,0,583,5
28,Ads,Mobile,Metro,9,0,933,15
56,Ads,Mobile,Rural,0,0,401,15
26,Email,Desktop,Urban,0,0,1335,0
43,Email,Tablet,Rural,12,0,587,5
33,Referral,Tablet,Rural,2,1,1877,5
22,Ads,Desktop,Rural,10,1,583,15
27,Ads,Tablet,Urban,7,0,747,15
20,Email,Desktop,Metro,40,0,650,5
30,Referral,Mobile,Rural,18,0,562,5
47,Referral,Tablet,Urban,5,0,1473,0
23,Email,Tablet,Rural,9,0,402,5
34,Email,Mobile,Metro,1,0,517,0
36,Ads,Mobile,Rural,4,0,167,15
59,Email,Tablet,Metro,13,0,156,0
52,Social,Tablet,Urban,9,0,1593,0
43,Referral,Desktop,Metro,6,0,1276,0
22,Email,Desktop,Metro,1,1,300,10
46,Social,Tablet,Urban,16,0,698,5
54,Referral,Desktop,Metro,3,0,929,0
37,Social,Mobile,Metro,17,0,1162,5
38,Social,Desktop,Urban,9,0,1635,0
27,Email,Desktop,Metro,4,0,1371,0
22,Referral,Tablet,Metro,0,0,1237,0
53,Social,Desktop,Rural,2,0,1501,5
23,Ads,Tablet,Metro,21,1,1839,5
43,Referral,Tablet,Metro,17,0,1841,5
21,Ads,Tablet,Metro,8,0,234,15
56,Email,Mobile,Urban,6,1,962,0
56,Ads,Desktop,Metro,10,0,873,15
52,Referral,Desktop,Urban,6,0,1049,0
18,Social,Desktop,Urban,10,0,1246,0
41,Social,Tablet,Metro,3,0,694,0
53,Referral,Mobile,Metro,18,0,312,5
23,Social,Tablet,Metro,12,0,886,0
58,Ads,Desktop,Metro,4,0,601,15
48,Social,Tablet,Metro,17,0,1298,5
37,Social,Tablet,Metro,6,0,1398,0
41,Ads,Desktop,Metro,1,1,1359,15
42,Ads,Tablet,Urban,0,1,1669,15
53,Ads,Tablet,Rural,12,0,270,15
38,Email,Mobile,Urban,20,1,1776,5
47,Ads,Tablet,Metro,16,0,519,5
41,Ads,Mobile,Rural,10,1,1660,15
59,Email,Desktop,Rural,1,0,1220,5
47,Social,Mobile,Metro,0,1,923,0
39,Ads,Tablet,Metro,4,1,120,10
45,Referral,Desktop,Urban,19,0,389,5
24,Ads,Tablet,Rural,32,0,721,5
52,Ads,Tablet,Rural,2,1,1916,15
45,Email,Mobile,Metro,14,0,1205,0
31,Referral,Tablet,Metro,8,0,206,0
27,Social,Mobile,Rural,0,0,1902,5
33,Social,Desktop,Rural,7,0,1910,5
33,Referral,Desktop,Metro,16,0,788,5
48,Ads,Tablet,Metro,3,0,1044,15
59,Email,Mobile,Metro,22,0,385,5
42,Referral,Tablet,Urban,2,1,720,0
30,Referral,Tablet,Urban,0,0,1673,0
23,Social,Tablet,Metro,1,0,882,0
26,Email,Tablet,Urban,18,0,1454,5
53,Referral,Mobile,Rural,5,1,827,5
37,Email,Tablet,Rural,15,0,927,5
35,Ads,Desktop,Metro,7,1,231,10
38,Social,Mobile,Rural,6,0,438,5
21,Ads,Tablet,Rural,16,0,320,5
50,Email,Mobile,Rural,5,0,881,5
44,Ads,Tablet,Rural,16,0,948,5
24,Social,Desktop,Rural,1,1,1899,5
23,Email,Desktop,Urban,10,0,176,0
32,Referral,Desktop,Urban,12,0,1850,0
35,Ads,Mobile,Metro,22,1,704,5
49,Social,Desktop,Rural,2,0,1774,5
28,Referral,Tablet,Urban,9,0,691,0
37,Social,Tablet,Urban,5,1,149,10
41,Email,Tablet,Urban,4,0,847,0
32,Email,Mobile,Rural,1,1,1466,5
24,Ads,Mobile,Urban,1,1,431,10
38,Social,Desktop,Metro,18,0,1417,5
59,Social,Mobile,Metro,13,0,1275,0
43,Social,Tablet,Rural,4,0,1218,5
31,Email,Tablet,Metro,17,0,777,5
54,Ads,Tablet,Urban,0,1,1095,15
38,Social,Mobile,Rural,9,0,1504,5
35,Social,Tablet,Metro,20,0,1057,5
22,Referral,Desktop,Rural,18,0,1563,5
20,Social,Mobile,Urban,4,0,420,0
40,Ads,Tablet,Metro,13,0,1213,15
43,Referral,Tablet,Urban,5,1,628,0
54,Referral,Mobile,Metro,18,0,967,5
41,Referral,Mobile,Rural,7,1,840,5
36,Email,Desktop,Metro,14,0,1406,0
42,Referral,Mobile,Metro,0,0,1468,0
38,Social,Tablet,Metro,8,0,1857,0
29,Email,Desktop,Rural,7,1,1356,5
58,Email,Tablet,Metro,9,0,1916,0
50,Email,Tablet,Urban,11,1,1993,0
21,Email,Tablet,Rural,25,1,1475,5
59,Email,Mobile,Rural,15,1,815,5
24,Email,Mobile,Urban,2,0,532,0
39,Email,Tablet,Rural,17,0,1437,5
50,Referral,Mobile,Metro,1,0,1101,0
34,Ads,Tablet,Rural,9,0,479,15
41,Social,Mobile,Urban,21,1,356,10
51,Social,Mobile,Rural,1,1,496,10
45,Referral,Mobile,Urban,18,1,888,5
58,Referral,Desktop,Rural,16,0,356,5
56,Email,Mobile,Urban,7,0,1072,0
39,Ads,Desktop,Rural,3,0,258,15
34,Email,Desktop,Metro,5,0,928,0
51,Referral,Desktop,Urban,34,1,1082,5
23,Email,Tablet,Urban,2,1,1894,0
23,Social,Mobile,Rural,8,0,302,5
51,Social,Tablet,Rural,0,0,1536,5
18,Email,Desktop,Rural,2,0,787,5
27,Ads,Mobile,Metro,14,0,181,15
38,Email,Tablet,Rural,3,0,1569,5
22,Email,Desktop,Urban,42,0,1148,5
19,Ads,Tablet,Rural,6,0,1029,15
39,Ads,Tablet,Metro,7,1,117,10
19,Ads,Mobile,Rural,0,0,1620,15
27,Social,Mobile,Rural,31,1,1060,5
51,Email,Tablet,Urban,1,0,1919,0
33,Referral,Mobile,Rural,7,1,1895,5
56,Ads,Mobile,Metro,5,1,986,15
39,Ads,Tablet,Rural,5,0,1239,15
29,Email,Mobile,Rural,10,0,1272,5
41,Referral,Mobile,Urban,10,0,1449,0
57,Email,Desktop,Rural,1,0,120,5
55,Email,Mobile,Urban,6,0,1096,0
27,Ads,Desktop,Urban,15,0,1729,15
52,Ads,Tablet,Rural,5,1,1271,15
49,Social,Desktop,Urban,1,0,737,0
24,Referral,Tablet,Urban,3,0,1036,0
38,Referral,Mobile,Rural,2,0,835,5
37,Ads,Mobile,Rural,1,1,732,15
43,Ads,Desktop,Metro,4,0,739,15
21,Ads,Tablet,Metro,7,0,545,15
39,Referral,Mobile,Urban,0,1,386,10
32,Social,Desktop,Urban,9,0,967,0
57,Referral,Desktop,Rural,49,0,764,5
38,Ads,Desktop,Metro,33,0,1448,5
32,Ads,Mobile,Metro,17,0,299,5
39,Social,Tablet,Rural,3,0,884,5
45,Email,Mobile,Rural,0,1,247,10
31,Email,Mobile,Rural,17,0,1936,5
44,Referral,Tablet,Rural,0,0,466,5
58,Email,Desktop,Metro,2,0,320,0
57,Email,Mobile,Rural,7,0,327,5
45,Referral,Desktop,Rural,1,0,405,5
43,Ads,Desktop,Metro,17,1,278,10
19,Email,Tablet,Rural,15,1,1599,5
42,Ads,Tablet,Metro,14,0,1067,15
20,Referral,Tablet,Metro,16,0,516,5
25,Ads,Desktop,Rural,2,0,709,15
50,Ads,Desktop,Rural,13,1,727,15
59,Referral,Mobile,Urban,4,0,222,0
52,Ads,Desktop,Urban,10,0,384,15
23,Email,Tablet,Metro,1,1,806,0
56,Email,Tablet,Metro,12,0,1875,0
40,Email,Tablet,Urban,35,0,1850,5
42,Email,Tablet,Metro,0,0,102,0
36,Ads,Desktop,Urban,0,0,859,15
22,Email,Tablet,Rural,1,1,361,10
28,Ads,Mobile,Rural,5,0,1803,15
29,Social,Desktop,Rural,3,0,1594,5
27,Ads,Tablet,Metro,16,0,431,5
25,Email,Mobile,Rural,6,1,1064,5
41,Social,Tablet,Metro,6,1,360,10
45,Referral,Desktop,Rural,12,0,1126,5
58,Ads,Desktop,Metro,4,0,871,15
53,Email,Mobile,Metro,4,0,546,0
54,Email,Desktop,Urban,14,0,1339,0
38,Email,Mobile,Urban,15,0,872,0
25,Referral,Tablet,Urban,0,0,578,0
26,Social,Desktop,Metro,1,1,668,0
32,Social,Tablet,Urban,2,0,966,0
57,Email,Tablet,Urban,4,0,1805,0
35,Ads,Desktop,Urban,3,1,694,15
59,Email,Tablet,Metro,11,0,539,0
37,Email,Mobile,Metro,17,0,299,5
23,Ads,Mobile,Urban,2,0,767,15
29,Email,Mobile,Urban,8,0,1946,0
19,Referral,Desktop,Metro,4,1,1033,0
24,Email,Tablet,Metro,7,0,378,0
33,Referral,Tablet,Urban,9,0,1258,0
20,Email,Tablet,Urban,22,1,393,10
20,Social,Tablet,Urban,2,0,304,0
44,Ads,Mobile,Metro,0,0,976,15
57,Social,Desktop,Urban,9,0,1820,0
55,Email,Mobile,Metro,5,1,184,10
50,Email,Mobile,Rural,1,0,392,5
45,Referral,Desktop,Urban,1,0,489,0
18,Email,Desktop,Rural,8,0,1261,5
25,Email,Mobile,Metro,3,1,510,0
54,Email,Tablet,Rural,59,1,608,5
49,Social,Desktop,Urban,5,0,1341,0
54,Referral,Desktop,Rural,2,1,717,5
21,Social,Mobile,Rural,9,1,1180,5
47,Referral,Tablet,Rural,2,0,191,5
23,Social,Desktop,Metro,6,0,883,0
36,Email,Mobile,Urban,6,0,1493,0
49,Social,Desktop,Metro,6,0,670,0
26,Social,Tablet,Rural,15,1,1535,5
29,Referral,Mobile,Rural,2,0,870,5
28,Referral,Mobile,Metro,23,0,292,5
33,Social,Tablet,Metro,15,0,1240,0
18,Referral,Mobile,Rural,4,1,806,5
38,Referral,Tablet,Urban,1,0,769,0
47,Referral,Mobile,Metro,3,0,1398,0
30,Ads,Tablet,Rural,4,1,1476,15
51,Referral,Desktop,Rural,8,1,1003,5
21,Ads,Desktop,Urban,0,1,1569,15
45,Ads,Desktop,Rural,24,0,1910,5
55,Referral,Mobile,Metro,1,0,1159,0
48,Social,Tablet,Rural,3,1,723,5
44,Referral,Tablet,Rural,1,0,840,5
22,Email,Desktop,Rural,2,0,296,5
42,Social,Desktop,Rural,18,0,1951,5
20,Ads,Desktop,Urban,9,1,389,10
50,Ads,Tablet,Metro,2,0,1818,15
21,Social,Desktop,Rural,20,0,1609,5
42,Social,Mobile,Metro,16,0,865,5
37,Referral,Desktop,Urban,14,0,1534,0
51,Ads,Desktop,Metro,18,1,1546,5
43,Email,Tablet,Urban,9,0,1362,0
22,Referral,Mobile,Metro,6,0,1421,0
52,Social,Tablet,Metro,4,0,1165,0
45,Ads,Mobile,Rural,2,0,1110,15
46,Social,Mobile,Metro,8,1,187,10
26,Social,Desktop,Rural,22,1,275,10
55,Social,Desktop,Rural,9,0,1026,5
23,Referral,Tablet,Metro,25,0,377,5
36,Email,Tablet,Rural,4,0,1466,5
28,Email,Tablet,Metro,11,0,1420,0
19,Ads,Mobile,Rural,10,0,1403,15
26,Social,Tablet,Rural,11,0,523,5
38,Email,Mobile,Urban,10,1,1539,0
41,Social,Mobile,Urban,2,1,1942,0
51,Ads,Mobile,Metro,1,0,132,15
39,Social,Mobile,Rural,38,1,1151,5
20,Email,Mobile,Urban,0,1,308,10
29,Social,Desktop,Urban,6,0,701,0
45,Email,Mobile,Urban,5,1,1717,0
47,Ads,Mobile,Rural,4,1,347,10
43,Social,Desktop,Metro,15,0,1501,0
38,Email,Desktop,Rural,13,1,946,5
45,Ads,Desktop,Rural,23,0,1481,5
43,Social,Tablet,Urban,5,0,1826,0
50,Ads,Tablet,Rural,8,0,889,15
38,Email,Mobile,Rural,22,1,117,10
52,Social,Mobile,Urban,50,0,312,5
51,Social,Mobile,Urban,34,0,1846,5
58,Social,Mobile,Rural,12,0,613,5
35,Ads,Desktop,Urban,1,0,1217,15
28,Ads,Tablet,Metro,0,0,956,15
40,Email,Desktop,Metro,17,0,1021,5
39,Referral,Tablet,Metro,18,0,906,5
34,Social,Desktop,Metro,13,1,1140,0
22,Social,Mobile,Metro,3,0,1362,0
28,Email,Tablet,Urban,10,1,627,0
47,Social,Mobile,Urban,3,0,1790,0
32,Ads,Tablet,Metro,5,0,276,15
44,Ads,Tablet,Metro,4,1,1254,15
52,Social,Mobile,Metro,24,0,397,5
50,Social,Mobile,Urban,2,1,1186,0
37,Ads,Mobile,Urban,8,0,1097,15
33,Social,Desktop,Rural,4,0,896,5
51,Ads,Tablet,Rural,10,0,1253,15
19,Referral,Tablet,Rural,8,0,462,5
52,Referral,Tablet,Rural,25,0,715,5
57,Social,Mobile,Urban,1,0,1393,0
45,Social,Tablet,Urban,2,0,367,0
56,Social,Tablet,Urban,14,0,599,0
23,Ads,Mobile,Urban,4,0,1915,15
26,Referral,Mobile,Metro,1,0,1663,0
37,Referral,Tablet,Rural,6,0,1610,5
18,Email,Desktop,Urban,10,0,1013,0
25,Email,Mobile,Urban,0,1,316,10
40,Social,Desktop,Rural,3,0,1480,5
20,Ads,Desktop,Urban,16,0,745,5
21,Social,Desktop,Metro,7,0,1104,0
42,Referral,Desktop,Urban,0,0,1409,0
55,Social,Mobile,Rural,3,0,1602,5
32,Social,Tablet,Metro,10,0,645,0
38,Referral,Tablet,Metro,2,0,822,0
52,Referral,Mobile,Rural,17,0,1821,5
31,Referral,Mobile,Rural,11,0,1535,5
53,Referral,Desktop,Metro,6,0,1067,0
29,Email,Desktop,Urban,24,0,1454,5
34,Ads,Mobile,Rural,4,0,792,15
56,Ads,Tablet,Metro,2,0,883,15
26,Referral,Desktop,Rural,10,0,1021,5
52,Ads,Mobile,Urban,8,0,1572,15
30,Ads,Mobile,Urban,4,0,1820,15
32,Ads,Mobile,Metro,4,0,1120,15
35,Ads,Desktop,Urban,5,1,126,10
50,Referral,Mobile,Urban,3,0,1235,0
23,Social,Tablet,Urban,12,0,1615,0
44,Social,Mobile,Rural,10,0,1940,5
40,Social,Desktop,Metro,5,0,1260,0
44,Email,Tablet,Metro,5,0,1661,0
51,Ads,Tablet,Metro,4,0,361,15
55,Referral,Mobile,Urban,3,0,746,0
31,Referral,Mobile,Rural,0,0,1904,5
53,Email,Tablet,Metro,3,0,788,0
25,Referral,Mobile,Rural,3,0,621,5
52,Social,Desktop,Metro,7,1,1422,0
36,Email,Tablet,Urban,14,1,1233,0
47,Referral,Mobile,Metro,5,1,1556,0
31,Email,Tablet,Metro,28,0,1602,5
37,Email,Mobile,Urban,17,1,723,5
42,Referral,Mobile,Urban,41,1,1736,5
57,Social,Desktop,Metro,20,1,1909,5
41,Referral,Mobile,Rural,9,0,366,5
31,Ads,Mobile,Urban,9,1,877,15
43,Ads,Mobile,Metro,1,0,767,15
55,Referral,Desktop,Urban,12,0,1336,0
40,Social,Mobile,Rural,9,0,1432,5
39,Ads,Mobile,Metro,7,1,153,10
36,Ads,Mobile,Metro,11,0,1788,15
20,Referral,Tablet,Rural,5,0,873,5
59,Referral,Desktop,Rural,7,1,1997,5
36,Referral,Tablet,Metro,5,0,494,0
26,Email,Desktop,Rural,12,1,611,5
45,Email,Desktop,Rural,20,1,900,5
37,Email,Tablet,Metro,18,0,424,5
24,Referral,Desktop,Urban,15,0,1861,0
31,Social,Desktop,Rural,0,0,195,5
26,Ads,Tablet,Urban,24,1,273,10
36,Email,Mobile,Urban,3,1,443,10
31,Social,Desktop,Urban,21,0,304,5
55,Referral,Tablet,Rural,2,0,154,5
53,Email,Desktop,Metro,5,0,1870,0
57,Referral,Tablet,Metro,13,1,809,0
34,Social,Mobile,Metro,10,0,325,0
47,Email,Desktop,Metro,5,0,1430,0
26,Email,Mobile,Metro,11,1,1404,0
50,Email,Mobile,Metro,7,0,1740,0
42,Email,Tablet,Urban,3,0,1914,0
31,Social,Desktop,Urban,10,1,1813,0
28,Email,Desktop,Urban,2,0,401,0
52,Ads,Desktop,Rural,11,0,1328,15
58,Ads,Desktop,Rural,0,0,319,15
31,Referral,Desktop,Rural,7,0,1103,5
47,Email,Tablet,Metro,5,0,527,0
58,Ads,Desktop,Urban,3,1,240,10
21,Ads,Mobile,Rural,7,0,554,15
21,Ads,Mobile,Urban,10,0,244,15
45,Social,Desktop,Metro,33,0,1068,5
25,Email,Tablet,Urban,17,0,625,5
19,Social,Tablet,Metro,12,0,257,0
58,Social,Desktop,Rural,6,0,204,5
39,Ads,Mobile,Metro,4,0,841,15
58,Ads,Desktop,Metro,0,0,989,15
33,Referral,Desktop,Urban,4,0,388,0
46,Email,Desktop,Metro,18,1,731,5
47,Email,Tablet,Rural,4,0,1817,5
29,Ads,Tablet,Rural,6,0,1308,15
52,Ads,Mobile,Metro,3,0,1340,15
28,Email,Mobile,Urban,3,0,1154,0
38,Referral,Desktop,Rural,0,0,378,5
38,Ads,Mobile,Rural,9,0,1047,15
22,Referral,Desktop,Metro,5,0,1598,0
37,Social,Mobile,Metro,9,0,324,0
54,Ads,Desktop,Rural,7,0,1945,15
20,Social,Tablet,Metro,16,0,1810,5
50,Ads,Desktop,Metro,13,0,1300,15
26,Social,Tablet,Rural,14,1,183,10
26,Ads,Tablet,Urban,6,0,1691,15
21,Referral,Mobile,Urban,4,0,191,0
52,Referral,Mobile,Rural,27,0,107,5
34,Referral,Tablet,Metro,0,0,1785,0
51,Social,Desktop,Rural,1,1,1697,5
41,Referral,Desktop,Rural,5,1,1177,5
49,Social,Mobile,Metro,9,0,1286,0
18,Ads,Desktop,Urban,0,0,1754,15
25,Social,Desktop,Urban,12,1,578,0
40,Ads,Desktop,Metro,8,1,207,10
57,Email,Tablet,Rural,6,0,1979,5
29,Email,Tablet,Metro,5,0,1394,0
29,Email,Desktop,Rural,7,0,1749,5
32,Social,Mobile,Metro,1,1,336,10
58,Email,Desktop,Metro,1,1,1384,0
36,Email,Mobile,Urban,3,0,1081,0
43,Email,Tablet,Urban,12,0,628,0
46,Ads,Desktop,Metro,8,1,1727,15
39,Referral,Desktop,Metro,6,1,728,0
57,Social,Mobile,Urban,8,0,1510,0
38,Email,Mobile,Rural,8,0,1526,5
55,Ads,Desktop,Urban,3,0,1481,15
37,Referral,Desktop,Rural,1,0,1342,5
46,Referral,Mobile,Urban,22,0,1588,5
21,Referral,Tablet,Urban,9,0,1091,0
24,Ads,Mobile,Rural,11,1,1544,15
45,Email,Desktop,Metro,6,1,1272,0
45,Referral,Tablet,Urban,14,0,1480,0
21,Ads,Tablet,Urban,8,1,1174,15
39,Ads,Tablet,Urban,0,0,153,15
29,Social,Tablet,Metro,22,0,1262,5
20,Ads,Desktop,Urban,3,1,1793,15
39,Referral,Tablet,Metro,1,0,1981,0
19,Referral,Mobile,Urban,0,1,848,0
41,Ads,Mobile,Rural,12,0,1236,15
51,Referral,Mobile,Urban,12,0,526,0
44,Ads,Desktop,Urban,12,0,597,15
58,Referral,Tablet,Metro,24,0,1415,5
18,Social,Mobile,Metro,4,0,445,0
25,Email,Mobile,Metro,8,1,610,0
40,Social,Mobile,Rural,9,0,540,5
55,Social,Tablet,Rural,38,0,1869,5
23,Email,Mobile,Metro,3,0,1755,0
39,Referral,Tablet,Rural,31,1,1726,5
42,Email,Tablet,Metro,1,0,1021,0
35,Ads,Tablet,Rural,14,0,821,15
34,Email,Desktop,Metro,10,1,1604,0
29,Social,Desktop,Metro,16,1,327,10
23,Email,Tablet,Rural,0,1,1096,5
43,Referral,Tablet,Urban,0,0,709,0
44,Social,Desktop,Metro,0,0,927,0
25,Ads,Desktop,Metro,8,1,1213,15
36,Referral,Tablet,Urban,9,1,889,0
59,Social,Desktop,Metro,23,1,1659,5
18,Ads,Mobile,Metro,6,0,495,15
46,Referral,Tablet,Rural,0,1,1198,5
52,Ads,Tablet,Urban,2,0,927,15
57,Email,Desktop,Metro,0,0,1784,0
31,Email,Mobile,Metro,14,0,1459,0
52,Ads,Desktop,Urban,16,1,1287,5
37,Email,Mobile,Urban,61,0,1642,5
30,Ads,Mobile,Rural,5,0,1056,15
55,Referral,Tablet,Rural,0,1,664,5
25,Social,Mobile,Rural,2,0,255,5
37,Ads,Tablet,Metro,8,0,891,15
50,Social,Mobile,Urban,32,1,602,5
43,Social,Tablet,Rural,1,1,1944,5
56,Ads,Mobile,Urban,1,0,880,15
38,Email,Desktop,Metro,12,1,433,10
59,Referral,Mobile,Metro,11,0,590,0
58,Social,Desktop,Urban,2,1,1730,0
26,Referral,Mobile,Urban,16,1,427,10
41,Social,Mobile,Rural,1,0,100,5
54,Ads,Tablet,Urban,26,1,1483,5
58,Email,Mobile,Rural,2,0,726,5
34,Referral,Mobile,Urban,0,0,1460,0
41,Social,Mobile,Urban,4,1,1676,0
38,Ads,Desktop,Urban,2,0,286,15
56,Ads,Tablet,Metro,7,0,368,15
58,Social,Tablet,Metro,11,0,1554,0
56,Social,Mobile,Metro,6,0,1662,0
30,Social,Mobile,Rural,10,1,222,10
28,Email,Desktop,Rural,4,1,651,5
36,Social,Mobile,Metro,0,0,1342,0
28,Social,Tablet,Metro,36,0,1539,5
30,Email,Tablet,Urban,17,0,1889,5
18,Ads,Desktop,Urban,0,0,1309,15
57,Social,Desktop,Rural,5,0,687,5
36,Referral,Tablet,Rural,10,0,1687,5
29,Ads,Desktop,Urban,2,0,1328,15
25,Referral,Mobile,Rural,8,0,435,5
25,Social,Mobile,Metro,7,1,1925,0
29,Email,Desktop,Urban,2,1,489,10
50,Email,Tablet,Urban,1,1,403,10
43,Email,Desktop,Rural,14,0,1013,5
56,Social,Tablet,Urban,3,1,948,0
45,Social,Desktop,Urban,2,1,1802,0
22,Referral,Desktop,Metro,13,1,1635,0
25,Email,Desktop,Urban,13,0,1898,0
42,Social,Mobile,Urban,3,0,1897,0
44,Ads,Mobile,Urban,20,0,1071,5
40,Social,Tablet,Urban,11,0,325,0
47,Social,Desktop,Metro,4,1,1944,0
40,Ads,Mobile,Urban,5,0,612,15
37,Email,Desktop,Metro,12,0,1109,0
35,Ads,Tablet,Metro,2,0,128,15
35,Email,Mobile,Metro,6,0,703,0
19,Ads,Tablet,Rural,10,1,1064,15
21,Referral,Mobile,Rural,7,0,1080,5
47,Email,Desktop,Urban,9,0,714,0
50,Social,Tablet,Metro,7,0,1106,0
53,Referral,Mobile,Rural,2,0,1635,5
35,Email,Mobile,Urban,5,1,1112,0
54,Email,Desktop,Rural,7,1,1758,5
36,Email,Tablet,Metro,15,0,1737,0
45,Ads,Tablet,Urban,10,1,1477,15
57,Email,Tablet,Metro,5,0,824,0
37,Social,Desktop,Metro,36,0,571,5
50,Email,Mobile,Rural,1,1,788,5
29,Social,Mobile,Urban,2,0,414,0
32,Social,Tablet,Urban,4,0,1008,0
58,Social,Mobile,Urban,2,0,656,0
56,Referral,Tablet,Rural,9,1,1041,5
19,Social,Desktop,Urban,0,1,378,10
46,Ads,Desktop,Rural,1,0,1411,15
58,Email,Desktop,Urban,3,0,939,0
27,Ads,Tablet,Rural,11,0,466,15
19,Referral,Mobile,Urban,20,1,430,10
28,Email,Desktop,Rural,16,0,496,5
30,Social,Tablet,Metro,2,1,1944,0
27,Email,Tablet,Metro,8,1,887,0
31,Referral,Desktop,Metro,0,0,484,0
35,Referral,Desktop,Urban,3,0,1948,0
26,Ads,Desktop,Rural,16,0,1701,5
56,Email,Mobile,Metro,6,0,1634,0
45,Email,Mobile,Urban,1,0,657,0
20,Email,Tablet,Rural,5,0,1153,5
37,Ads,Desktop,Metro,2,0,1320,15
23,Referral,Desktop,Metro,4,0,362,0
44,Social,Mobile,Urban,6,1,507,0
19,Email,Desktop,Rural,4,1,1218,5
46,Ads,Tablet,Urban,27,1,1043,5
55,Ads,Desktop,Metro,8,0,1089,15
20,Social,Mobile,Urban,18,0,1166,5
33,Referral,Tablet,Urban,14,0,1885,0
47,Email,Tablet,Metro,10,0,946,0
57,Email,Desktop,Metro,6,0,1159,0
19,Ads,Tablet,Rural,0,0,1581,15
34,Referral,Desktop,Rural,9,0,1252,5
58,Email,Desktop,Metro,4,0,1642,0
29,Social,Mobile,Metro,1,0,1167,0
52,Referral,Tablet,Rural,5,0,1184,5
18,Referral,Desktop,Urban,13,0,1661,0
32,Ads,Desktop,Metro,32,1,1486,5
43,Ads,Desktop,Metro,4,0,974,15
54,Email,Tablet,Urban,7,0,1244,0
38,Ads,Tablet,Rural,19,0,596,5
48,Referral,Tablet,Rural,4,0,257,5
42,Email,Desktop,Urban,1,1,1380,0
40,Email,Tablet,Metro,3,0,1698,0
41,Referral,Desktop,Urban,22,1,370,10
55,Email,Tablet,Metro,1,0,1434,0
45,Social,Tablet,Rural,3,0,412,5
38,Social,Desktop,Metro,6,1,1240,0
35,Email,Tablet,Metro,18,1,1911,5
53,Ads,Desktop,Metro,27,0,444,5
52,Social,Tablet,Metro,5,1,1301,0
26,Email,Tablet,Metro,26,0,216,5
55,Social,Tablet,Rural,1,0,1799,5
47,Ads,Tablet,Urban,1,0,1120,15
51,Referral,Mobile,Rural,29,1,1878,5
49,Email,Desktop,Metro,7,0,1288,0
20,Email,Mobile,Urban,2,1,273,10
20,Email,Tablet,Metro,6,0,1754,0
45,Email,Tablet,Rural,15,0,848,5
32,Email,Desktop,Rural,17,1,254,10
58,Email,Desktop,Metro,19,0,1782,5
40,Ads,Desktop,Metro,8,0,694,15
57,Referral,Desktop,Urban,20,0,1907,5
28,Ads,Tablet,Urban,7,1,1633,15
